timestamp,latitude,longitude
2026-05-31 21:30:36,7.6697,28.1933
2026-05-31 21:31:00,6.4559,29.0726
2026-05-31 21:31:19,5.5193,29.7469
2026-05-31 21:31:28,5.0634,30.074
2026-05-31 21:31:37,4.6073,30.4006
2026-05-31 21:31:46,4.1256,30.7448
